PIDM,ERM_INITIAL_SCORE,ERM_CURRENT_SCORE,ERM_SCORE
2438813,57,57,30
2438862,46,81,30
2438873,54,54,25
2438896,66,67,40
2438919,58,58,30
2438921,59,59,30
2438923,49,49,15
2438926,70,70,40
2438935,73,73,40
2438947,56,56,30
2438949,59,59,30
2438966,61,61,30
2438976,59,59,30
2438989,72,72,40
2439023,56,65,30
2439034,64,null,30
2439042,69,69,40
2439050,51,51,15
2439057,54,73,25
2439081,60,60,30
2442248,47,79,30
2442253,60,97,40
2442269,70,70,40
2442274,55,55,30
2442325,70,70,40
2442332,48,48,15
2442345,53,53,25
2442361,57,57,30
2442384,51,51,15
2442385,41,63,10
2442397,61,61,30
2442692,42,42,10
2442693,64,64,30
2442840,62,62,30
2442883,40,40,10
2442941,71,71,40
2442961,64,64,30
2442977,65,65,40
2442994,57,57,30
2443056,64,64,30
2443066,68,68,40
2443242,46,46,15
2443308,51,51,15
2443330,52,null,25
2443357,40,null,10
2443380,40,40,10
2443392,49,81,30
2443408,45,45,15
2443416,51,100,30
2443429,57,57,30
2443433,60,60,30
2443480,48,null,15
2443552,62,62,30
2443557,58,65,30
2443560,49,49,15
2443568,48,48,15
2443638,63,63,30
2443658,58,58,30
2443682,47,47,15
2443756,61,61,30
2443817,46,49,15
2443897,54,54,25
2443968,44,44,10
2443977,48,48,15
2444013,56,56,30
2444027,53,53,25
2444048,31,31,10
2444126,44,44,10
2444132,70,71,40
2444148,64,64,30
2444149,71,71,40
2444171,62,62,30
2444198,46,65,15
2444214,40,null,10
2444261,75,75,40
2444300,46,46,15
2444332,70,70,40
2444367,70,70,40
2444412,64,64,30
2444426,68,68,40
2444428,72,100,40
2444432,56,56,30
2444451,54,68,25
2444479,59,59,30
2444495,71,71,40
2444498,61,75,30
2444500,66,66,40
2444501,57,57,30
2444523,45,45,15
2444537,49,74,25
2444544,56,100,40
2444549,64,100,40
2444554,72,72,40
2444577,61,61,30
2444611,32,73,25
2444708,48,48,15
2444716,57,57,30
2444787,61,61,30
2444792,57,57,30
2444821,39,39,10
2444925,72,72,40
2445033,64,64,30
2445041,63,63,30
2445199,69,74,40
2445298,73,73,40
2445313,42,null,10
2445391,55,55,30
2445426,53,53,25
2445451,64,98,40
2445460,64,64,30
2445461,57,57,30
2445479,47,47,15
2445495,71,71,40
2445515,40,40,10
2445541,62,72,30
2445544,48,73,25
2445554,64,64,30
2445570,69,69,40
2445579,66,66,40
2445582,52,52,25
2445645,61,100,40
2445657,65,65,40
2445686,69,69,40
2445724,64,64,30
2445817,69,74,40
2445834,69,69,40
2445886,74,74,40
2445900,53,53,25
2446030,58,null,30
2446071,44,44,10
2446072,55,55,30
2446167,46,46,15
2446179,52,52,25
2446183,66,null,40
2446196,49,78,30
2446226,63,63,30
2446243,51,100,30
2446247,59,59,30
2446270,59,100,40
2446273,68,68,40
2446274,51,51,15
2446292,54,54,25
2446467,59,59,30
2446481,40,40,10
2446556,54,100,40
2446568,53,53,25
2446585,63,63,30
2446588,57,100,40
2446626,74,74,40
2446636,61,61,30
2446643,73,73,40
2446659,56,56,30
2446746,57,57,30
2446768,46,81,30
2446782,59,62,30
2446809,62,62,30
2446811,41,41,10
2446819,51,58,15
2446826,54,100,40
2446827,64,76,30
2446842,65,65,40
2446843,52,52,25
2446847,49,49,15
2446848,63,63,30
2447088,71,79,40
2447195,55,62,30
2447223,70,70,40
2447229,59,100,40
2447289,47,null,15
2447290,38,38,10
2447291,42,42,10
2447305,53,53,25
2447320,37,37,10
2447332,60,60,30
2447336,66,66,40
2447353,63,63,30
2447364,44,44,10
2447366,42,42,10
2447376,66,66,40
2447389,52,52,25
2447409,56,56,30
2449133,66,66,40
2449152,63,63,30
2449169,58,58,30
2449199,57,57,30
2449539,70,71,40
2449540,53,81,30
2449584,73,73,40
2449602,68,68,40
2449611,57,null,30
2449612,44,44,10
2449614,48,57,15
2449619,53,53,25
2449636,54,54,25
2449649,58,58,30
2449653,61,100,40
2449656,62,62,30
2449659,56,56,30
2449674,53,53,25
2449736,57,57,30
2449769,40,40,10
2449786,46,46,15
2449814,63,63,30
2449890,53,53,25
2450025,41,41,10
2450038,61,61,30
2450086,44,44,10
2450094,45,null,15
2450188,73,74,40
2450210,45,45,15
2450214,66,66,40
2450244,68,null,40
2450249,60,60,30
2450265,55,55,30
2450289,57,57,30
2450333,56,56,30
2450403,41,41,10
2450465,61,61,30
2450466,70,70,40
2450477,40,40,10
2450516,74,74,40
2450518,54,54,25
2450541,70,70,40
2450550,57,57,30
2450577,41,41,10
2450624,44,44,10
2450625,64,64,30
2450650,47,100,30
2450677,60,60,30
2450682,63,63,30
2450722,51,64,15
2450739,47,47,15
2450744,63,63,30
2450770,51,51,15
2450891,62,82,30
2450967,49,78,30
2450969,65,65,40
2450977,63,63,30
2451316,51,51,15
2451927,70,70,40
2451938,55,null,30
2451946,63,63,30
2451948,39,39,10
2451956,54,54,25
2451970,68,68,40
2451988,72,74,40
2452084,53,53,25
2452286,69,69,40
2452288,42,42,10
2452293,68,70,40
2452303,60,60,30
2452312,54,54,25
2452323,63,63,30
2452378,61,61,30
2452380,36,36,10
2452392,49,53,15
2452401,43,43,10
2452409,47,47,15
2452481,45,null,15
2452501,53,53,25
2452532,63,63,30
2452548,54,54,25
2452559,70,70,40
2452560,74,74,40
2452590,38,75,25
2452595,52,85,30
2452596,52,52,25
2452599,66,66,40
2452613,65,65,40
2452636,71,71,40
2452638,58,95,30
2452723,54,54,25
2452733,34,34,10
2452766,57,57,30
2452781,53,53,25
2452783,64,70,30
2452790,61,61,30
2452791,63,97,40
2452797,45,69,15
2452801,66,66,40
2452809,66,66,40
2452819,56,56,30
2452820,35,100,25
2452838,55,55,30
2452839,43,58,10
2452840,55,97,40
2452870,70,99,40
2452882,55,55,30
2452892,59,59,30
2452919,56,56,30
2452920,71,100,40
2452926,66,66,40
2452936,49,49,15
2452937,72,72,40
2452979,57,100,40
2452986,57,68,30
2453104,71,71,40
2453168,57,57,30
2453202,49,49,15
2453208,34,34,10
2453212,65,65,40
2453214,66,66,40
2453223,66,66,40
2453228,53,53,25
2453249,54,54,25
2453258,57,73,30
2453308,56,56,30
2453388,34,40,10
2453415,69,73,40
2453436,45,100,30
2453446,46,74,25
2453456,66,72,40
2453467,43,78,25
2453485,66,66,40
2453545,38,38,10
2453651,61,61,30
2454353,62,62,30
2454440,57,100,40
2454445,71,71,40
2454454,68,68,40
2454472,39,39,10
2454487,43,43,10
2454502,66,66,40
2454515,48,81,30
2454535,43,43,10
2454564,59,59,30
2454572,64,null,30
2454573,63,63,30
2454574,52,52,25
2454600,48,84,30
2454604,47,47,15
2454631,40,null,10
2454654,55,55,30
2454699,34,34,10
2454705,54,100,40
2454713,54,100,40
2454714,73,73,40
2454724,38,38,10
2454903,58,98,40
2455135,64,64,30
2455141,40,40,10
2455142,65,65,40
2455160,75,75,40
2455172,69,69,40
2455176,68,68,40
2455194,58,100,40
2455201,56,56,30
2455214,49,78,30
2455221,59,59,30
2455227,63,63,30
2455229,42,42,10
2455274,57,57,30
2455280,49,49,15
2455283,49,49,15
2455293,56,99,40
2455308,40,100,25
2455311,64,null,30
2455326,53,63,25
2455327,54,54,25
2455361,34,null,10
2455370,35,35,10
2455463,61,61,30
2455471,59,81,30
2455512,75,75,40
2455536,61,61,30
2455545,56,56,30
2455548,70,70,40
2455555,54,54,25
2455575,66,66,40
2455589,61,61,30
2455604,44,100,25
2455638,49,49,15
2455703,28,28,10
2455705,47,null,15
2455748,48,48,15
2455752,47,47,15
2455800,63,63,30
2455857,61,61,30
2455914,73,73,40
2455923,61,61,30
2455930,57,66,30
2455934,44,44,10
2455943,36,100,25
2455947,45,45,15
2455955,54,54,25
2455977,64,64,30
2455988,47,67,15
2455989,56,56,30
2455991,54,54,25
2456000,63,63,30
2456008,63,100,40
2456014,59,59,30
2456023,62,62,30
2456035,38,38,10
2456037,57,59,30
2456057,56,56,30
2456069,71,100,40
2456102,57,57,30
2456110,72,72,40
2456126,39,null,10
2456133,57,57,30
2456143,70,70,40
2456185,28,28,10
2456249,52,52,25
2456287,68,79,40
2456356,66,66,40
2456398,51,51,15
2456435,49,49,15
2456438,56,56,30
2456460,54,54,25
2456465,69,69,40
2456479,68,68,40
2456500,56,97,40
2456506,47,60,15
2456551,64,100,40
2456613,68,100,40
2456628,40,79,25
2456663,52,52,25
2456666,44,97,25
2456668,72,72,40
2456670,68,68,40
2456672,45,45,15
2456681,37,37,10
2456700,64,64,30
2456749,59,59,30
2456755,71,71,40
2456801,68,74,40
2456840,43,43,10
2458518,71,71,40
2459020,48,null,15
2461124,55,55,30
2461157,72,72,40
2462799,46,46,15
2462813,73,73,40
2462927,54,54,25
2463391,51,100,30
2463417,62,62,30
2463848,57,61,30
2464996,57,57,30
2465272,43,43,10
2465499,58,58,30
2468233,49,73,25
2468320,56,56,30
2469038,60,60,30
2470988,66,66,40
2474221,58,58,30
2474236,56,56,30
2474272,68,72,40
2474280,66,66,40
2474329,55,55,30
2474347,66,66,40
2474583,42,42,10
2474652,75,75,40
2474686,56,56,30
2474688,46,46,15
2474825,46,46,15
2474841,75,75,40
2474850,70,70,40
2474860,60,60,30
2474916,38,38,10
2475004,46,46,15
2475373,37,93,25
2475384,65,65,40
2475393,49,74,25
2475394,72,72,40
2475399,59,59,30
2475427,42,42,10
2475931,60,null,30
2476236,68,73,40
2476247,53,100,40
2476265,59,59,30
2476267,35,35,10
2476292,34,35,10
2476296,68,68,40
2476299,60,60,30
2476302,60,60,30
2476305,44,44,10
2476315,61,61,30
2476328,59,59,30
2476366,43,100,25
2476368,47,47,15
2476375,41,null,10
2476401,53,53,25
2476427,51,51,15
2476431,73,73,40
2476454,69,69,40
2476477,70,70,40
2476523,71,71,40
2476545,44,44,10
2476547,61,null,30
2476577,58,58,30
2476600,58,58,30
2476774,66,66,40
2476776,69,69,40
2476782,59,66,30
2476828,60,97,40
2476835,47,47,15
2477076,64,64,30
2477156,51,null,15
2477208,74,74,40
2477223,59,59,30
2477226,51,86,30
2477227,30,57,10
2477290,45,45,15
2477304,49,49,15
2477336,70,70,40
2477379,63,63,30
2477431,66,66,40
2477451,63,63,30
2478077,70,null,40
2478111,71,71,40
2478155,71,71,40
2478171,45,null,15
2478218,63,63,30
2478240,43,100,25
2478264,44,44,10
2478277,44,44,10
2478288,74,74,40
2478294,58,58,30
2478312,51,null,15
2478517,51,null,15
2478535,55,62,30
2478624,39,39,10
2478626,59,98,40
2478631,58,100,40
2478640,49,77,25
2478643,55,55,30
2478780,55,55,30
2478785,47,74,25
2478799,60,60,30
2478800,39,39,10
2478801,51,51,15
2478823,47,47,15
2478828,47,47,15
2478843,51,51,15
2478875,64,64,30
2478878,56,56,30
2478880,68,68,40
2478925,59,71,30
2479004,51,51,15
2479306,64,64,30
2479310,53,53,25
2479343,69,69,40
2479388,48,48,15
2479489,47,47,15
2479584,55,55,30
2479587,63,null,30
2479597,57,57,30
2479611,56,100,40
2479620,64,64,30
2479669,58,58,30
2479678,56,56,30
2479683,54,54,25
2480550,51,78,30
2480636,71,71,40
2480642,63,63,30
2480643,51,51,15
2480650,55,57,30
2480655,62,62,30
2480656,46,78,30
2480682,69,69,40
2480686,55,55,30
2480690,69,69,40
2480710,69,69,40
2480718,48,76,25
2480720,61,61,30
2481146,64,64,30
2481254,70,70,40
2481285,34,55,10
2481532,51,66,15
2481834,41,null,10
2482003,71,71,40
2482111,57,57,30
2482129,58,58,30
2482142,60,60,30
2482156,42,42,10
2482177,47,47,15
2482180,55,55,30
2482199,59,67,30
2482237,59,100,40
2482307,73,73,40
2482396,46,46,15
2482416,52,52,25
2482417,39,39,10
2482428,51,51,15
2482449,74,74,40
2482458,48,48,15
2482491,71,71,40
2482515,47,100,30
2482523,70,70,40
2482525,45,45,15
2482539,40,40,10
2482552,44,44,10
2482560,68,68,40
2482639,43,66,15
2482686,57,57,30
2482698,56,100,40
2482811,56,56,30
2482822,49,49,15
2482838,58,58,30
2482841,43,43,10
2482849,48,48,15
2482858,69,69,40
2482886,53,53,25
2482957,62,62,30
2483323,54,54,25
2483352,38,null,10
2484751,57,null,30
2485897,58,58,30
2485902,53,53,25
2485912,61,61,30
2485934,49,49,15
2485946,68,68,40
2485951,61,61,30
2485981,70,70,40
2485995,63,63,30
2486025,57,64,30
2486037,63,63,30
2486116,51,63,15
2486146,71,71,40
2486417,49,100,30
2486449,70,70,40
2486474,59,59,30
2486477,68,68,40
2486523,62,62,30
2486535,45,45,15
2486543,49,49,15
2486559,53,100,40
2486567,53,53,25
2486589,63,100,40
2486613,53,53,25
2486628,57,57,30
2486644,40,47,10
2486650,39,39,10
2486656,51,51,15
2486669,39,39,10
2486681,69,69,40
2486698,61,61,30
2486707,55,55,30
2486731,71,72,40
2487103,45,85,30
2487117,63,63,30
2487128,71,71,40
2487129,71,71,40
2487130,66,66,40
2487151,65,65,40
2487888,45,45,15
2487998,53,53,25
2488061,46,46,15
2488068,54,54,25
2488119,56,56,30
2488165,71,73,40
2488170,46,100,30
2488175,49,49,15
2488178,65,65,40
2488183,63,63,30
2488221,57,57,30
2488252,55,55,30
2488253,72,72,40
2488258,54,54,25
2488286,41,41,10
2488481,54,81,30
2488505,75,75,40
2488515,72,72,40
2488529,66,66,40
2488674,42,42,10
2488809,69,69,40
2488815,69,69,40
2488817,59,59,30
2488821,51,51,15
2488852,53,53,25
2488857,43,43,10
2488872,34,73,25
2488877,49,49,15
2488878,39,39,10
2488881,64,64,30
2488913,59,59,30
2488930,41,54,10
2488934,71,71,40
2488938,49,49,15
2488975,46,72,15
2489020,53,53,25
2489125,52,52,25
2489495,70,70,40
2489497,75,75,40
2489652,38,38,10
2489713,72,72,40
2490371,64,64,30
2490757,48,48,15
2490761,55,55,30
2490776,62,null,30
2490831,73,73,40
2490833,73,73,40
2490836,43,79,25
2490858,58,58,30
2490864,60,60,30
2490868,65,null,40
2491788,53,53,25
2494713,71,71,40
2494720,60,100,40
2494731,63,99,40
2494744,59,59,30
2494843,57,57,30
2494904,61,61,30
2494905,65,65,40
2494917,48,48,15
2495079,64,64,30
2495289,61,61,30
2495295,71,71,40
2495297,61,61,30
2495305,61,61,30
2495306,40,70,15
2495310,58,72,30
2495320,43,53,10
2495332,37,37,10
2495339,52,52,25
2495384,71,71,40
2495446,62,62,30
2495506,58,58,30
2495520,40,73,25
2495627,55,55,30
2495647,52,52,25
2495651,61,61,30
2495935,45,47,15
2495953,70,70,40
2496024,44,44,10
2496036,48,48,15
2496044,34,34,10
2496056,46,46,15
2496060,65,65,40
2496110,56,56,30
2496118,51,51,15
2496182,61,61,30
2496194,68,68,40
2496208,38,100,25
2496213,71,71,40
2496228,56,null,30
2496272,71,72,40
2496282,48,48,15
2496557,63,63,30
2496613,62,62,30
2496632,65,null,40
2496692,51,51,15
2496714,72,72,40
2496775,69,71,40
2496821,55,55,30
2496833,59,59,30
2496956,56,56,30
2496983,45,45,15
2496985,62,62,30
2496998,66,66,40
2497311,42,null,10
2497312,59,null,30
2497324,64,100,40
2497426,44,44,10
2497538,66,66,40
2498348,41,41,10
2498352,69,69,40
2498504,56,56,30
2498853,35,35,10
2498855,49,49,15
2498872,54,54,25
2505960,36,36,10
2505971,63,98,40
2506671,49,49,15
2506678,45,45,15
2506702,70,70,40
2506704,51,69,15
2506759,66,66,40
2506955,43,100,25
2507664,53,53,25
2507673,59,59,30
2510609,37,37,10
2510611,66,86,40
2510651,65,65,40
2510653,52,63,25
2510665,51,58,15
2510678,44,44,10
2510679,44,44,10
2511029,61,null,30
2511088,42,42,10
2511148,62,62,30
2511159,62,62,30
2511210,63,63,30
2511215,43,43,10
2511220,54,54,25
2511232,61,61,30
2511388,38,38,10
2511398,68,68,40
2511586,56,72,30
2511908,68,68,40
2511922,69,69,40
2511958,47,47,15
2511981,61,73,30
2512065,57,57,30
2512145,72,72,40
2512147,55,50,30
2512149,55,55,30
2512228,72,72,40
2512235,66,66,40
2512261,59,59,30
2512347,45,45,15
2512351,65,65,40
2512427,65,65,40
2512441,60,60,30
2516470,70,70,40
2517898,52,52,25
2517914,48,null,15
2518039,69,69,40
2518045,66,66,40
2518055,49,49,15
2518091,61,69,30
2518112,62,62,30
2518353,42,65,15
2518388,34,34,10
2518620,69,69,40
2518631,40,73,25
2518632,31,31,10
2518710,65,65,40
2518729,65,72,40
2519122,51,null,15
2519136,42,42,10
2519238,75,75,40
2519270,61,61,30
2519273,66,66,40
2519279,47,null,15
2519327,54,100,40
2519356,63,63,30
2519362,66,66,40
2519364,58,58,30
2519365,69,100,40
2519400,43,60,10
2519428,38,38,10
2519441,44,56,10
2519443,60,100,40
2519511,64,64,30
2519555,49,49,15
2519663,49,49,15
2519695,45,45,15
2519817,49,49,15
2519835,65,65,40
2519857,53,90,30
2519860,52,52,25
2519892,57,57,30
2519959,71,71,40
2520020,37,37,10
2520029,52,100,40
2520109,61,61,30
2520114,64,null,30
2520151,59,59,30
2520158,47,47,15
2520161,59,59,30
2521288,62,62,30
2521429,60,60,30
2521462,55,55,30
2521523,44,44,10
2521528,51,51,15
2521558,68,68,40
2521836,51,null,15
2521844,40,72,15
2521851,46,46,15
2521858,41,41,10
2521861,62,62,30
2521867,51,65,15
2521870,74,100,40
2521922,46,90,30
2521951,51,51,15
2522026,73,73,40
2522027,60,60,30
2522032,51,51,15
2522113,48,50,15
2522116,59,100,40
2522208,41,55,10
2522211,52,80,30
2522285,52,52,25
2522482,64,64,30
2522484,44,57,10
2522537,74,75,40
2522551,35,35,10
2522594,57,57,30
2522599,54,54,25
2522612,69,69,40
2522679,42,42,10
2522689,65,65,40
2522693,68,68,40
2522707,72,72,40
2522721,49,49,15
2522794,66,66,40
2522795,47,78,30
2522863,46,46,15
2522882,46,46,15
2522927,55,null,30
2522962,39,39,10
2522963,66,66,40
2522993,60,60,30
2522998,60,60,30
2523013,55,55,30
2523140,70,72,40
2523144,48,48,15
2523146,60,64,30
2523150,70,70,40
2523163,56,56,30
2523165,73,86,40
2523168,43,43,10
2523173,53,100,40
2523183,52,52,25
2523212,55,55,30
2523307,42,42,10
2523312,54,54,25
2523420,58,58,30
2523651,55,55,30
2523655,61,61,30
2523677,73,73,40
2523775,68,68,40
2523778,46,74,25
2523779,69,69,40
2523788,49,100,30
2523931,58,58,30
2523951,52,52,25
2523987,37,100,25
2524000,54,75,25
2528281,56,56,30
2528754,75,75,40
2529174,68,68,40
2529186,43,51,10
2529192,46,46,15
2529217,52,52,25
2529318,59,59,30
2529384,61,61,30
2529386,64,69,30
2529407,61,61,30
2530210,42,66,15
2530275,59,100,40
2530280,59,59,30
2530648,59,null,30
2530652,68,68,40
2530683,51,60,15
2530952,55,100,40
2530958,49,49,15
2531025,56,64,30
2531044,68,68,40
2531066,72,72,40
2531099,69,69,40
2531429,72,72,40
2531527,61,61,30
2531528,59,59,30
2531537,65,65,40
2531545,54,79,30
2531603,64,64,30
2531606,57,57,30
2531649,70,70,40
2531906,45,84,30
2531909,59,59,30
2531937,72,72,40
2532024,35,null,10
2532073,53,53,25
2532074,51,78,30
2532398,59,59,30
2532400,63,100,40
2532422,73,73,40
2532515,65,65,40
2532520,32,66,15
2532524,51,51,15
2532568,75,75,40
2532577,59,59,30
2532583,48,48,15
2532648,47,47,15
2532651,34,34,10
2532863,61,61,30
2532978,58,58,30
2533004,43,75,25
2533104,74,74,40
2533112,62,62,30
2533280,44,44,10
2533585,62,97,40
2533897,58,58,30
2533924,63,63,30
2533939,48,78,30
2534160,63,63,30
2534162,75,75,40
2534165,47,47,15
2534166,45,45,15
2534188,49,49,15
2534192,41,41,10
2534197,42,65,15
2534228,35,35,10
2534235,71,71,40
2534241,62,100,40
2534245,55,55,30
2534272,46,46,15
2534273,60,60,30
2534302,72,72,40
2534704,46,null,15
2534793,41,41,10
2534824,62,62,30
2534833,55,55,30
2534950,38,38,10
2534965,62,62,30
2535357,55,55,30
2535649,49,49,15
2535666,52,52,25
2535678,53,null,25
2535781,51,73,25
2535784,42,68,15
2535789,68,68,40
2536353,49,66,15
2536360,53,53,25
2536370,60,74,30
2536380,46,46,15
2536384,61,null,30
2536427,70,70,40
2536428,75,75,40
2536430,49,49,15
2536434,44,44,10
2537592,52,52,25
2537614,65,73,40
2537619,48,48,15
2538108,52,68,25
2538114,46,59,15
2538118,55,55,30
2538206,43,43,10
2538262,63,null,30
2538263,43,43,10
2538356,35,35,10
2538357,68,68,40
2538360,63,63,30
2538387,34,34,10
2538388,68,68,40
2538400,54,54,25
2538402,43,43,10
2538453,55,55,30
2538497,52,52,25
2538506,48,48,15
2538577,68,68,40
2538580,45,null,15
2538660,57,57,30
2538663,69,69,40
2538664,56,100,40
2538718,58,58,30
2538863,57,57,30
2538883,42,42,10
2540067,34,34,10
2540103,40,40,10
2540105,68,68,40
2540222,71,71,40
2540279,27,27,10
2540296,58,58,30
2540397,60,60,30
2540875,32,54,10
2540880,60,72,30
2540953,68,68,40
2540957,51,51,15
2540958,48,80,30
2541000,44,44,10
2541003,74,74,40
2541006,70,70,40
2541824,49,null,15
2541832,69,null,40
2542007,49,null,15
2542012,62,62,30
2542021,54,54,25
2542126,31,null,10
2542546,54,78,30
2542552,63,63,30
2542764,52,52,25
2542766,44,44,10
2543033,52,52,25
2544615,56,null,30
2544619,71,null,40
2544921,42,null,10
2544925,71,null,40
2544931,30,null,10
2545230,64,88,30
2545651,55,55,30
2545751,55,55,30
2546107,48,null,15
2546156,60,66,30
2546172,64,64,30
2546986,35,35,10
2547282,59,59,30
2547435,70,70,40
2547912,54,54,25
2547993,44,84,25
2548260,64,71,30
2548481,52,52,25
2548604,48,48,15
2548608,55,68,30
2549651,60,60,30
2550168,51,63,15
2550253,31,31,10
2553175,35,60,10
2556134,72,72,40
2556169,48,48,15
2556381,49,49,15
2557114,47,47,15
2557467,60,60,30
2559888,58,58,30
2561984,52,52,25
2564596,68,70,40
2567656,41,41,10
2569254,54,54,25
2569256,43,43,10
2569482,60,60,30
2570684,70,70,40
2570727,62,62,30
2570730,48,100,30
2570821,70,70,40
2570838,63,63,30
2570895,38,38,10
2571014,55,55,30
2573917,45,66,15
2574283,64,64,30
2574350,39,39,10
2576164,71,71,40
2576229,59,98,40
2578992,56,65,30
2581283,41,41,10
2581561,44,66,15
2582171,58,100,40
2588416,44,44,10
2590614,60,60,30
2590966,69,69,40
2592905,30,30,10
2594251,49,49,15
2594638,66,69,40
2602315,52,52,25
2602837,46,46,15
2603876,47,47,15
2622293,66,86,40
2622708,46,46,15
2623003,56,56,30
