PIDM,ERM_INITIAL_SCORE,ERM_CURRENT_SCORE,ERM_SCORE
2170034,58,58,30
2170089,57,57,30
2170498,62,62,30
2170514,59,59,30
2170541,51,53,15
2170654,61,61,30
2170781,52,52,25
2170810,49,49,15
2171022,54,null,25
2171182,61,61,30
2171479,69,69,40
2171609,54,62,25
2171610,75,75,40
2171620,71,99,40
2171654,47,75,25
2171718,37,37,10
2171975,71,71,40
2172003,54,54,25
2172007,71,74,40
2172188,44,44,10
2172196,71,75,40
2172217,62,62,30
2172233,58,58,30
2172277,55,90,30
2172283,74,74,40
2172292,58,97,40
2172294,45,45,15
2172297,46,46,15
2172298,53,53,25
2172385,70,70,40
2172505,42,62,10
2172511,53,53,25
2172553,36,36,10
2172555,59,59,30
2172595,66,66,40
2172630,61,61,30
2172648,73,73,40
2172778,48,null,15
2172828,72,72,40
2172834,46,66,15
2172858,47,73,25
2172871,44,44,10
2172885,63,97,40
2172886,55,55,30
2172906,51,51,15
2172925,52,52,25
2172928,69,69,40
2172955,54,54,25
2172983,75,75,40
2172990,53,null,25
2172997,54,54,25
2173011,47,null,15
2173094,61,61,30
2173142,69,69,40
2173169,68,68,40
2173205,73,73,40
2173259,41,41,10
2173279,63,63,30
2173282,48,48,15
2173331,59,59,30
2173363,60,60,30
2173533,68,68,40
2173632,72,72,40
2173652,52,52,25
2173676,68,100,40
2173715,61,61,30
2173722,35,35,10
2173754,44,95,25
2173937,65,65,40
2173948,47,57,15
2173956,66,73,40
2173967,64,64,30
2173997,65,65,40
2174002,31,31,10
2174026,65,65,40
2174046,41,100,25
2174169,44,97,25
2174181,59,69,30
2174191,75,74,40
2174213,60,80,30
2174217,68,68,40
2174227,69,69,40
2174234,53,53,25
2174276,68,68,40
2174281,53,53,25
2174316,66,66,40
2174319,57,57,30
2174326,66,66,40
2174361,72,72,40
2174604,48,48,15
2174678,51,68,15
2175145,57,100,40
2175498,45,45,15
2175828,52,52,25
2176006,63,63,30
2176158,58,58,30
2176244,65,65,40
2176721,69,69,40
2176961,54,54,25
2176962,59,59,30
2176982,71,75,40
2177038,52,52,25
2177170,57,94,30
2177286,46,78,30
2177527,38,38,10
2177667,58,100,40
2177721,72,75,40
2177769,52,52,25
2177789,69,69,40
2177843,59,59,30
2177857,74,74,40
2177860,61,75,30
2177886,61,100,40
2177968,49,59,15
2178036,62,62,30
2178217,44,44,10
2178241,54,54,25
2178243,66,66,40
2178254,54,70,25
2178322,73,74,40
2178331,54,81,30
2178355,48,93,30
2178385,56,56,30
2178426,35,63,10
2178429,65,65,40
2178450,41,41,10
2178488,38,38,10
2178491,62,62,30
2178502,72,72,40
2178511,60,61,30
2178540,69,69,40
2178638,74,74,40
2178665,64,64,30
2178756,60,74,30
2178858,60,100,40
2179006,57,57,30
2179011,68,74,40
2179063,48,57,15
2179154,57,57,30
2179347,46,46,15
2179401,35,35,10
2179407,58,58,30
2179437,36,36,10
2179463,49,100,30
2179485,58,58,30
2179492,54,54,25
2179506,68,70,40
2179549,63,63,30
2179567,40,40,10
2179781,52,82,30
2179823,64,97,40
2179853,65,65,40
2179859,63,100,40
2179888,56,97,40
2180041,64,98,40
2180056,60,73,30
2180663,71,71,40
2180827,70,70,40
2180870,53,53,25
2181196,65,65,40
2181232,47,68,15
2181364,37,37,10
2181399,69,69,40
2181418,49,49,15
2181586,62,62,30
2181647,65,70,40
2181669,64,64,30
2181731,59,68,30
2181796,63,63,30
2181806,66,69,40
2181865,71,71,40
2182020,54,64,25
2182095,64,70,30
2182137,47,47,15
2182179,57,57,30
2182240,35,50,10
2182258,63,63,30
2182273,59,59,30
2182297,60,60,30
2182368,68,100,40
2182434,65,65,40
2182622,72,73,40
2182665,51,80,30
2182668,69,100,40
2182730,63,63,30
2182734,59,67,30
2182765,71,92,40
2182778,54,54,25
2182783,64,64,30
2182922,64,70,30
2183049,69,69,40
2183090,63,63,30
2183102,46,46,15
2183103,59,59,30
2183110,32,32,10
2183113,66,66,40
2183136,61,61,30
2183143,54,78,30
2183171,39,65,15
2183174,56,56,30
2183177,72,72,40
2183184,72,72,40
2183248,65,65,40
2183263,49,49,15
2183298,61,61,30
2183313,68,68,40
2183317,61,61,30
2183321,32,84,25
2183328,71,71,40
2183332,43,43,10
2183358,65,81,40
2183479,47,60,15
2183484,48,48,15
2183486,55,55,30
2183513,58,58,30
2183534,57,57,30
2183643,59,59,30
2183644,65,65,40
2183914,71,71,40
2184077,63,63,30
2184284,72,100,40
2184320,68,68,40
2184567,62,62,30
2184712,47,47,15
2184814,69,71,40
2184873,65,100,40
2184901,64,97,40
2185041,57,57,30
2185085,68,100,40
2185142,58,100,40
2185237,64,97,40
2185257,60,60,30
2185267,56,97,40
2185285,62,97,40
2185295,55,55,30
2185376,49,84,30
2185386,38,82,25
2185400,56,56,30
2185410,73,73,40
2185460,39,39,10
2185465,54,54,25
2185496,65,65,40
2185498,63,63,30
2185508,44,55,10
2185566,56,56,30
2185599,70,70,40
2185600,70,70,40
2185615,55,55,30
2185698,54,54,25
2185747,58,58,30
2185836,47,67,15
2185866,53,53,25
2185914,52,52,25
2186106,64,64,30
2186127,48,78,30
2186234,72,72,40
2186249,49,49,15
2186252,61,null,30
2186281,58,65,30
2186292,48,48,15
2186308,56,97,40
2186319,39,39,10
2186324,46,73,25
2186325,72,100,40
2186327,56,56,30
2186335,37,52,10
2186353,45,70,15
2186360,43,43,10
2186362,51,51,15
2186381,63,97,40
2186403,66,66,40
2186418,46,73,25
2186447,66,66,40
2186456,44,44,10
2186510,65,65,40
2186542,65,65,40
2186570,40,40,10
2186579,58,58,30
2186683,48,62,15
2186687,64,100,40
2186698,29,null,10
2186733,56,56,30
2186746,45,45,15
2186754,70,70,40
2186789,65,65,40
2186794,57,57,30
2186804,71,71,40
2186821,55,55,30
2187039,51,51,15
2187069,59,100,40
2187079,36,60,10
2187141,62,62,30
2187154,59,59,30
2187277,71,71,40
2187316,56,56,30
2187644,64,100,40
2187901,60,60,30
2188543,43,62,10
2188594,71,71,40
2188821,66,66,40
2189056,51,51,15
2189058,53,53,25
2189067,38,95,25
2189115,43,43,10
2189128,71,71,40
2189197,39,70,15
2189232,66,66,40
2189252,64,97,40
2189260,36,36,10
2189262,74,77,40
2189271,70,70,40
2189280,71,71,40
2189303,37,37,10
2189369,43,78,25
2189370,65,65,40
2189426,46,75,25
2189444,55,75,30
2189448,65,65,40
2189451,61,61,30
2189459,61,61,30
2189460,47,69,15
2189462,68,68,40
2189470,65,65,40
2189514,59,59,30
2189524,35,35,10
2189528,69,69,40
2189535,60,60,30
2189572,57,57,30
2189614,62,62,30
2189616,57,57,30
2189645,63,63,30
2189646,45,45,15
2189647,65,70,40
2189657,61,61,30
2189679,64,64,30
2189702,65,65,40
2189705,63,100,40
2189706,57,100,40
2189724,47,47,15
2189731,45,45,15
2189774,56,56,30
2189895,58,58,30
2189921,68,68,40
2189953,63,63,30
2189975,61,61,30
2189999,70,100,40
2190012,49,81,30
2190139,55,97,40
2190180,55,55,30
2190298,36,66,15
2190392,46,46,15
2190495,61,61,30
2190527,62,62,30
2190530,52,91,30
2190589,57,57,30
2190598,64,64,30
2190599,56,100,40
2190639,47,47,15
2190655,48,48,15
2190683,52,52,25
2190693,49,49,15
2190707,61,61,30
2190711,52,52,25
2190714,57,57,30
2190718,66,100,40
2190747,65,65,40
2190770,54,54,25
2190795,43,67,15
2190800,68,100,40
2190804,35,49,10
2190814,54,61,25
2190816,57,68,30
2190817,34,53,10
2190829,61,61,30
2190839,61,61,30
2190842,60,60,30
2190847,72,100,40
2190856,61,61,30
2190865,48,48,15
2190879,60,60,30
2190909,62,62,30
2190945,57,61,30
2190987,52,76,25
2191027,60,99,40
2191030,38,53,10
2191049,66,66,40
2191058,57,57,30
2191059,65,65,40
2191064,63,63,30
2191077,68,68,40
2191079,75,74,40
2191086,68,68,40
2191111,58,58,30
2191117,60,66,30
2191134,57,57,30
2191145,58,58,30
2191169,69,69,40
2191224,42,53,10
2191254,61,69,30
2191299,61,66,30
2191318,56,65,30
2191359,75,100,40
2191361,68,71,40
2191367,52,100,40
2191372,60,65,30
2191380,71,71,40
2191406,53,53,25
2191433,60,97,40
2191435,69,69,40
2191453,71,71,40
2191465,60,97,40
2191504,74,74,40
2191506,58,58,30
2191523,42,74,25
2191526,43,43,10
2191559,54,54,25
2191594,48,48,15
2191618,65,74,40
2191623,68,75,40
2191628,41,41,10
2191678,45,45,15
2191697,59,59,30
2191805,69,69,40
2191827,43,66,15
2191855,51,97,30
2191986,56,56,30
2192028,59,59,30
2192029,64,67,30
2192061,41,null,10
2192077,63,98,40
2192092,65,65,40
2192103,59,99,40
2192290,52,null,25
2192301,54,null,25
2192340,60,60,30
2192370,56,67,30
2192400,71,71,40
2192403,65,74,40
2192424,69,69,40
2192457,72,72,40
2192494,63,63,30
2192541,73,73,40
2192560,53,53,25
2192564,64,100,40
2192579,58,58,30
2192581,61,69,30
2192591,68,68,40
2192593,69,69,40
2192609,60,60,30
2192610,73,95,40
2192633,68,71,40
2192636,53,53,25
2192642,43,85,25
2192649,38,38,10
2192651,70,70,40
2192652,53,53,25
2192673,60,60,30
2192678,59,59,30
2192711,44,44,10
2192734,58,58,30
2192759,61,61,30
2192788,57,57,30
2192792,60,null,30
2192807,69,69,40
2192918,71,71,40
2192927,64,97,40
2193027,52,52,25
2193217,70,70,40
2193256,64,64,30
2193376,60,60,30
2194073,70,70,40
2194120,53,53,25
2194178,41,41,10
2194383,59,59,30
2194396,60,60,30
2194400,65,69,40
2194405,40,40,10
2194431,55,55,30
2194444,63,99,40
2194472,52,65,25
2194490,51,51,15
2194493,61,61,30
2194511,69,69,40
2194525,68,68,40
2194527,57,57,30
2194528,51,51,15
2194531,53,53,25
2194537,62,62,30
2194548,39,49,10
2194581,58,100,40
2194583,54,54,25
2194591,56,56,30
2194593,61,100,40
2194621,65,99,40
2194623,61,61,30
2194633,60,100,40
2194636,58,58,30
2194646,72,74,40
2194649,73,73,40
2194836,68,68,40
2195605,56,56,30
2195809,53,53,25
2195836,54,54,25
2195856,55,55,30
2195862,61,61,30
2195882,51,76,25
2195887,74,74,40
2195901,64,64,30
2195903,70,70,40
2195908,52,52,25
2195910,44,44,10
2195928,56,56,30
2195964,54,54,25
2195966,58,58,30
2195982,71,71,40
2196006,55,55,30
2196025,56,56,30
2196066,71,100,40
2196073,53,53,25
2196084,58,58,30
2196088,48,72,15
2196108,53,53,25
2196110,54,67,25
2196124,36,46,10
2196130,52,66,25
2196140,63,63,30
2196145,59,72,30
2196157,52,null,25
2196186,70,72,40
2196192,64,98,40
2196223,64,97,40
2196259,34,34,10
2196263,55,55,30
2196266,51,88,30
2196269,68,68,40
2196270,62,100,40
2196272,64,64,30
2196285,51,78,30
2196319,43,62,10
2196327,53,53,25
2196333,65,65,40
2196384,54,79,30
2196389,57,57,30
2196392,65,65,40
2196414,62,66,30
2196417,53,89,30
2196422,51,62,15
2196426,56,56,30
2196427,58,58,30
2196434,68,68,40
2196452,53,53,25
2196490,59,59,30
2196499,69,69,40
2196553,57,57,30
2196582,65,65,40
2196583,40,65,15
2196601,64,72,30
2196665,55,88,30
2196699,47,47,15
2196729,57,57,30
2196758,65,65,40
2196769,60,60,30
2196790,65,65,40
2196843,58,58,30
2196902,58,58,30
2196918,43,69,15
2196919,38,38,10
2196958,75,100,40
2196968,63,63,30
2196976,59,59,30
2197000,49,49,15
2197053,58,58,30
2197054,59,59,30
2197071,57,57,30
2197079,35,37,10
2197082,72,72,40
2197089,63,100,40
2197102,71,71,40
2197130,63,63,30
2197131,45,45,15
2197132,49,78,30
2197143,64,100,40
2197167,49,73,25
2197196,63,63,30
2197310,62,73,30
2197332,47,47,15
2197334,63,67,30
2197340,68,68,40
2197343,48,48,15
2197374,69,69,40
2197377,62,70,30
2197384,60,60,30
2197611,55,55,30
2197654,54,54,25
2197661,65,65,40
2197671,53,53,25
2197690,48,48,15
2197704,57,57,30
2197757,69,69,40
2197765,59,59,30
2197773,56,56,30
2197774,63,63,30
2197775,56,56,30
2197877,39,39,10
2198193,51,51,15
2198197,54,54,25
2198209,41,41,10
2198215,63,97,40
2198228,49,58,15
2198230,70,70,40
2198241,61,61,30
2198352,71,71,40
2198357,71,73,40
2198372,57,57,30
2198383,63,63,30
2198400,70,70,40
2198401,51,69,15
2198443,58,59,30
2198505,57,70,30
2198506,49,73,25
2198538,53,53,25
2198548,55,55,30
2198636,66,66,40
2198645,53,53,25
2198694,52,69,25
2198711,71,71,40
2198716,52,78,30
2198748,58,58,30
2198753,55,55,30
2198768,52,52,25
2198781,51,68,15
2198782,70,70,40
2198783,46,46,15
2198788,51,66,15
2198837,53,53,25
2198934,46,100,30
2199231,71,71,40
2199255,42,null,10
2199383,68,68,40
2199405,52,78,30
2199677,74,74,40
2199881,59,59,30
2200213,59,59,30
2200335,70,70,40
2200383,56,56,30
2200400,68,100,40
2200415,58,58,30
2200855,59,59,30
2201114,38,85,25
2202312,65,65,40
2202345,43,83,25
2203485,62,62,30
2203757,52,52,25
2203804,66,66,40
2204851,43,100,25
2205676,51,84,30
2205746,56,67,30
2205757,44,81,25
2205935,39,39,10
2207233,54,54,25
2207484,42,57,10
2207684,47,67,15
2208010,74,95,40
2208172,62,62,30
2208247,46,100,30
2208461,62,70,30
2208526,60,60,30
2208636,45,79,30
2208956,64,100,40
2208964,55,55,30
2209065,68,68,40
2209170,49,49,15
2209276,72,72,40
2209616,65,65,40
2209618,59,67,30
2209628,60,96,30
2209656,61,61,30
2209674,56,56,30
2209680,69,69,40
2209688,47,47,15
2209690,63,63,30
2209691,68,68,40
2209700,68,68,40
2209731,68,68,40
2209738,52,71,25
2209825,62,62,30
2209891,43,59,10
2210034,27,27,10
2210477,63,63,30
2210821,68,68,40
2210908,44,44,10
2210951,52,68,25
2210959,74,74,40
2210977,69,69,40
2211583,49,49,15
2211989,38,38,10
2211993,68,74,40
2212038,55,55,30
2212040,60,60,30
2212077,70,70,40
2212085,69,69,40
2212117,37,37,10
2212132,58,58,30
2212138,60,60,30
2212157,64,64,30
2212175,57,57,30
2212184,59,59,30
2212189,71,71,40
2212193,51,72,15
2212301,61,61,30
2212458,55,55,30
2212546,56,56,30
2212671,63,63,30
2212700,53,53,25
2212707,41,41,10
2212737,66,66,40
2212846,60,60,30
2212866,71,71,40
2212867,47,47,15
2212893,60,87,30
2212898,56,56,30
2212943,63,63,30
2212944,58,58,30
2212945,60,60,30
2213020,52,52,25
2213021,60,66,30
2213037,53,62,25
2213049,52,52,25
2213058,56,56,30
2213066,64,64,30
2213072,58,58,30
2213075,61,67,30
2213111,63,63,30
2213116,66,66,40
2213121,55,55,30
2213124,65,65,40
2213238,60,60,30
2213295,65,65,40
2213365,53,53,25
2213384,73,73,40
2213385,62,62,30
2213387,38,38,10
2213432,49,49,15
2213457,59,59,30
2213467,64,100,40
2213507,49,71,15
2213589,60,60,30
2213648,69,69,40
2213656,71,75,40
2213690,59,59,30
2213704,44,44,10
2213712,63,63,30
2213724,68,68,40
2213725,59,59,30
2213805,41,66,15
2213823,49,60,15
2213929,39,55,10
2213966,44,44,10
2214002,48,48,15
2214029,68,68,40
2214037,65,82,40
2214038,55,55,30
2214092,54,54,25
2214130,56,56,30
2214146,60,60,30
2214149,57,57,30
2214151,54,54,25
2214170,68,68,40
2214184,44,73,25
2214204,66,69,40
2214219,69,69,40
2214221,46,63,15
2214242,59,59,30
2214258,63,67,30
2214259,31,47,10
2214287,71,100,40
2214289,56,56,30
2214290,63,100,40
2214429,69,69,40
2214553,64,64,30
2215035,60,60,30
2215082,44,44,10
2215125,61,61,30
2215684,51,51,15
2215850,44,57,10
2215930,48,100,30
2216384,71,71,40
2216719,75,75,40
2217337,58,97,40
2217349,60,60,30
2217386,46,73,25
2217565,62,62,30
2217703,55,55,30
2217776,58,58,30
2217788,63,63,30
2217831,58,69,30
2217858,57,57,30
2218049,70,70,40
2218236,53,53,25
2218385,46,46,15
2218402,56,56,30
2218771,74,74,40
2218857,37,37,10
2218900,34,58,10
2218982,54,59,25
2218999,62,62,30
2219004,32,32,10
2219016,64,64,30
2219113,55,55,30
2219139,71,71,40
2219243,56,97,40
2219332,57,87,30
2219365,43,43,10
2219381,66,68,40
2219387,61,87,30
2219410,74,74,40
2219423,68,100,40
2219444,54,54,25
2219461,59,90,30
2219482,74,100,40
2219487,54,54,25
2219524,65,65,40
2219533,51,56,15
2219537,61,72,30
2219576,37,37,10
2219580,58,64,30
2219588,71,71,40
2219592,62,62,30
2219648,52,60,25
2219674,74,100,40
2219728,58,58,30
2219730,59,59,30
2219755,68,100,40
2219764,61,61,30
2219765,72,100,40
2219774,60,66,30
2219800,48,48,15
2219802,36,36,10
2219805,73,73,40
2219817,63,63,30
2219832,57,57,30
2219845,48,48,15
2219936,48,48,15
2219942,56,null,30
2219989,59,59,30
2220009,47,47,15
2220030,55,55,30
2220075,44,63,10
2220161,55,55,30
2220195,72,72,40
2220236,39,67,15
2220308,69,69,40
2220321,28,28,10
2220332,53,53,25
2220353,64,64,30
2220358,43,43,10
2220390,49,49,15
2220438,41,41,10
2220501,59,84,30
2220659,43,43,10
2220906,58,58,30
2220913,42,42,10
2220920,73,73,40
2220931,62,62,30
2220953,64,64,30
2220975,66,66,40
2220983,52,55,25
2220988,45,45,15
2221026,57,57,30
2221086,66,71,40
2221099,53,53,25
2221106,65,71,40
2221309,59,59,30
2221504,58,58,30
2221599,62,62,30
2222041,54,78,30
2222113,65,92,40
2222381,59,59,30
2222392,51,51,15
2222445,68,72,40
2222756,64,64,30
2222823,61,61,30
2222852,65,65,40
2223029,57,97,40
2223030,43,67,15
2223050,69,69,40
2223059,65,67,40
2223062,66,66,40
2223083,69,69,40
2223086,44,82,25
2223097,40,40,10
2223123,59,59,30
2223141,46,74,25
2223287,61,61,30
2223373,47,78,30
2223383,58,58,30
2223452,59,64,30
2223498,59,59,30
2223528,52,52,25
2223538,45,45,15
2223564,63,63,30
2223590,66,66,40
2223591,40,68,15
2223600,56,56,30
2223612,44,58,10
2223663,53,53,25
2223666,54,54,25
2223667,52,90,30
2223669,52,52,25
2223674,52,52,25
2223691,74,74,40
2223698,54,54,25
2223717,70,70,40
2223723,54,78,30
2223730,70,70,40
2223731,55,55,30
2223738,54,54,25
2223878,53,53,25
2223879,56,74,30
2223926,44,44,10
2223956,65,65,40
2223993,47,47,15
2224279,58,98,40
2224346,54,54,25
2224386,68,68,40
2224471,62,98,40
2224483,58,58,30
2224635,69,69,40
2224654,53,53,25
2224672,59,97,40
2224696,59,59,30
2224701,57,57,30
2224716,60,60,30
2224840,62,62,30
2224890,56,56,30
2224926,57,57,30
2224942,59,59,30
2224962,70,70,40
2225013,58,58,30
2225026,56,56,30
2225044,46,88,30
2225073,51,51,15
2225230,56,64,30
2225234,46,46,15
2225245,59,100,40
2225252,43,43,10
2225275,52,52,25
2225287,74,100,40
2225315,68,68,40
2225335,65,65,40
2225415,64,64,30
2225417,55,55,30
2225429,70,70,40
2225433,44,44,10
2225434,51,51,15
2225557,62,86,30
2225571,57,57,30
2225591,48,48,15
2225650,53,62,25
2225669,64,64,30
2225686,56,62,30
2225702,51,51,15
2225840,66,66,40
2226186,47,47,15
2226847,69,69,40
2227049,61,61,30
2227202,38,100,25
2227256,59,59,30
2227287,59,59,30
2227289,62,62,30
2227295,72,72,40
2227369,48,48,15
2227379,47,47,15
2227438,38,51,10
2227477,68,68,40
2227480,31,31,10
2227481,49,74,25
2227547,69,73,40
2227553,52,52,25
2227555,69,69,40
2227575,71,71,40
2227610,43,100,25
2227627,53,53,25
2227632,68,68,40
2227664,52,52,25
2227769,46,80,30
2227774,64,64,30
2227775,65,65,40
2227782,54,63,25
2227783,56,56,30
2227784,68,68,40
2227845,55,98,40
2227955,69,74,40
2227993,61,61,30
2228009,71,71,40
2228027,64,100,40
2228042,69,69,40
2228048,51,51,15
2228069,49,61,15
2228092,60,60,30
2228111,57,57,30
2228124,70,70,40
2228126,55,55,30
2228136,52,87,30
2228137,52,52,25
2228153,68,null,40
2228176,45,64,15
2228423,64,99,40
2228561,70,70,40
2228615,45,45,15
2228756,64,64,30
2228773,56,56,30
2228776,64,64,30
2228789,44,44,10
2228819,57,57,30
2228825,36,36,10
2228826,48,68,15
2228932,68,72,40
2228948,42,42,10
2228955,49,49,15
2228957,54,54,25
2228958,70,70,40
2228991,62,97,40
2229000,58,58,30
2229071,55,55,30
2229078,49,49,15
2229079,56,68,30
2229088,27,27,10
2229099,64,64,30
2229102,45,68,15
2229197,47,47,15
2229208,47,47,15
2229261,60,60,30
2229304,71,100,40
2229308,58,58,30
2229316,45,45,15
2229349,47,47,15
2229371,42,42,10
2229393,74,74,40
2229465,61,100,40
2229536,61,61,30
2229557,41,41,10
2229585,63,63,30
2229620,68,68,40
2229680,42,42,10
2229700,52,52,25
2229752,54,54,25
2229757,62,62,30
2229764,44,44,10
2229784,59,59,30
2229830,42,42,10
2229883,66,66,40
2229927,58,58,30
2229929,51,51,15
2229976,65,65,40
2229992,71,71,40
2230068,43,67,15
2230090,59,59,30
2230109,45,45,15
2230124,52,null,25
2230141,55,55,30
2230160,65,65,40
2230273,60,60,30
2230275,57,57,30
2230303,53,null,25
2230310,55,55,30
2230329,57,57,30
2230335,42,53,10
2230454,59,null,30
2230479,52,52,25
2230491,34,34,10
2230499,52,52,25
2230525,49,78,30
2230587,38,38,10
2230638,47,47,15
2230653,69,69,40
2230657,68,68,40
2230713,60,60,30
2230733,62,62,30
2230751,62,62,30
2230772,52,52,25
2230797,74,74,40
2230809,68,68,40
2230818,68,68,40
2230836,45,45,15
2231447,49,49,15
2231449,51,97,30
2231986,40,55,10
2232139,60,60,30
2232161,68,68,40
2232182,46,46,15
2232208,43,57,10
2232244,42,42,10
2232422,48,78,30
2232559,56,100,40
2232689,53,53,25
2232722,54,54,25
2232736,70,70,40
2232909,58,58,30
2233468,61,69,30
2233617,51,73,25
2233629,54,71,25
2233641,72,72,40
2233667,58,73,30
2233704,68,68,40
2233720,62,97,40
2233852,65,90,40
2234245,57,57,30
2234262,63,63,30
2234272,61,61,30
2234543,69,84,40
2234912,49,49,15
2235765,44,44,10
2236002,65,65,40
2236217,64,64,30
2236376,55,55,30
2236414,56,56,30
2236415,70,90,40
2236425,70,70,40
2236546,48,48,15
2236559,72,72,40
2236581,55,55,30
2236605,66,87,40
2236713,63,98,40
2236736,70,70,40
2236764,61,77,30
2236802,59,59,30
2236814,60,60,30
2236817,60,60,30
2236825,35,35,10
2236851,65,85,40
2236873,68,100,40
2236876,63,63,30
2236892,37,49,10
2236918,37,37,10
2236950,34,34,10
2237035,68,68,40
2237064,45,59,15
2237114,56,56,30
2237119,60,60,30
2237138,48,48,15
2237139,64,70,30
2237145,44,73,25
2237147,49,49,15
2237155,69,69,40
2237166,35,35,10
2237167,73,73,40
2237305,55,55,30
2237343,65,88,40
2237353,42,42,10
2237358,44,66,15
2237386,68,68,40
2237391,45,45,15
2237395,63,63,30
2237420,74,74,40
2237426,48,48,15
2237427,57,67,30
2237453,51,51,15
2237465,62,97,40
2237501,43,43,10
2237507,52,52,25
2237527,48,48,15
2237684,61,61,30
2237864,60,82,30
2238382,57,57,30
2238684,49,100,30
2238843,65,65,40
2238948,42,42,10
2238973,56,56,30
2239193,73,73,40
2239241,65,71,40
2239352,45,45,15
2239832,43,66,15
2240123,46,83,30
2240358,34,34,10
2240956,47,47,15
2241372,64,64,30
2241932,55,84,30
2241935,70,70,40
2241960,68,68,40
2242003,73,80,40
2242006,63,63,30
2242007,69,69,40
2242041,40,100,25
2242056,57,57,30
2242070,57,97,40
2242104,70,70,40
2242120,69,69,40
2242121,62,100,40
2242125,34,48,10
2242134,48,48,15
2242138,69,69,40
2242140,53,53,25
2242153,74,74,40
2242157,62,97,40
2242407,32,null,10
2242500,38,38,10
2242550,68,72,40
2242568,65,65,40
2242580,49,49,15
2242605,61,61,30
2242641,71,71,40
2242651,49,49,15
2242675,65,65,40
2242691,61,61,30
2242699,51,51,15
2242724,74,74,40
2242732,46,46,15
2242742,70,70,40
2242745,52,52,25
2242772,72,null,40
2242871,66,66,40
2242904,44,52,10
2243280,64,64,30
2243351,69,69,40
2243369,66,66,40
2243380,46,46,15
2243381,58,58,30
2243393,55,55,30
2243409,46,46,15
2243410,51,74,25
2243418,61,61,30
2243426,38,38,10
2243431,42,42,10
2243465,58,58,30
2243507,45,45,15
2243551,35,35,10
2243986,45,45,15
2244088,60,60,30
2244207,36,36,10
2244361,44,44,10
2244647,70,80,40
2244651,61,80,30
2245024,71,71,40
2245554,47,47,15
2245656,53,53,25
2245999,70,70,40
2246101,60,98,40
2246279,48,80,30
2246303,45,45,15
2246305,46,66,15
2246319,49,49,15
2246324,52,null,25
2246448,43,43,10
2246450,56,77,30
2246470,54,54,25
2246471,42,42,10
2246481,65,65,40
2246483,72,72,40
2246487,55,55,30
2246515,48,70,15
2246702,73,73,40
2246773,58,84,30
2247057,74,74,40
2247086,53,53,25
2247167,59,59,30
2247259,53,53,25
2247390,72,72,40
2247481,63,63,30
2247547,46,65,15
2247823,51,51,15
2248595,68,68,40
2248599,61,61,30
2248630,64,100,40
2248702,72,72,40
2248768,59,59,30
2248774,49,49,15
2248775,46,46,15
2248779,56,56,30
2248816,54,54,25
2248839,66,71,40
2248840,53,53,25
2248869,58,58,30
2248885,58,58,30
2248890,74,100,40
2249017,61,61,30
2249163,57,57,30
2249268,53,100,40
2249670,48,48,15
2249812,58,58,30
2249940,64,64,30
2250019,70,70,40
2250597,59,71,30
2251007,72,72,40
2251212,60,60,30
2251250,52,52,25
2251357,58,58,30
2251408,58,58,30
2251476,75,75,40
2251611,35,35,10
2251696,55,55,30
2251880,61,100,40
2252342,55,55,30
2252800,61,61,30
2252812,55,55,30
2252848,65,65,40
2252894,52,52,25
2252896,75,75,40
2252933,64,64,30
2252961,53,53,25
2252971,38,38,10
2252992,73,73,40
2253000,36,36,10
2253005,71,71,40
2253017,49,79,30
2253019,59,100,40
2253020,47,47,15
2253038,35,null,10
2253103,71,71,40
2253105,32,32,10
2253158,53,53,25
2253787,59,59,30
2253811,62,62,30
2253905,48,48,15
2254158,56,64,30
2254381,57,68,30
2254637,65,65,40
2254644,63,63,30
2254720,42,42,10
2254730,60,81,30
2254732,40,40,10
2254758,71,71,40
2254810,70,73,40
2254849,65,65,40
2254851,41,41,10
2254858,57,57,30
2254886,60,60,30
2254899,55,55,30
2254908,42,42,10
2254914,52,78,30
2254968,65,100,40
2254976,47,78,30
2255055,55,55,30
2255060,54,98,40
2255185,49,49,15
2255506,37,37,10
2255620,71,100,40
2255729,55,100,40
2255771,44,44,10
2255772,52,100,40
2255784,56,56,30
2255790,55,55,30
2255793,46,46,15
2255827,58,74,30
2255848,51,51,15
2255872,65,65,40
2255915,65,65,40
2255935,65,null,40
2255965,40,40,10
2256102,38,62,10
2256275,56,56,30
2256414,44,44,10
2256498,71,71,40
2256505,56,97,40
2256519,62,62,30
2256545,53,53,25
2256575,63,100,40
2256591,58,58,30
2256629,61,61,30
2256631,62,73,30
2256691,69,69,40
2256696,46,46,15
2256722,58,58,30
2256737,46,46,15
2256775,65,68,40
2257208,73,73,40
2257213,62,62,30
2257402,55,55,30
2257422,63,100,40
2257720,62,97,40
2257851,59,61,30
2257893,60,60,30
2258040,52,52,25
2258471,45,45,15
2258476,39,39,10
2258481,36,36,10
2258484,46,46,15
2258491,44,100,25
2258528,52,52,25
2258531,51,51,15
2258533,49,59,15
2258623,58,58,30
2258662,36,36,10
2258669,47,47,15
2258671,48,58,15
2258688,56,84,30
2258705,47,47,15
2258707,70,86,40
2258761,60,71,30
2258787,48,48,15
2258816,63,63,30
2258824,55,55,30
2258833,65,65,40
2258869,58,58,30
2258882,59,59,30
