Unnamed: 0,PIDM,term_code,gid,admit_term,degree.x,major_code,college.x,major.x,stu_type,stu_level.x,high_school_grad_year,high_school_grad_month,hs_gpa,sat_total,sat_new_readwrit,sat_new_math,act_composite,act_eng,act_math,gid_tests,test_date,activity_date,test_code,test_score,gid_hsmath,hsmath_course,hsmath_grade,gid_courses,term,student_campus,event,campus_code,course_number,section_number,subj_code,section_type,credit_levl,course_credits,reg_status,grade,grade_category,course_number_updated,course_level,PIDM_course_number_term,ERM_SCORE
519,1348895,202170,-2114394,202170.0,Bachelor of Science,MET,College of Engineering,Mechanical Engineering Tech,N,UG,2013.0,6.0,2.44,,,,,,,-2114394,2021-08-17 01:33:32,2021-08-17 01:33:32,ZCMP,100.032,-2114394.0,HSM30,,-2114394,202170,MZZ,202170EOT,ZGC,090,921,M,L,UG,4,W,W*,Unsuccessful,Combo2,100,1348895_090_202170,10.0
538,1350427,202070,-2115875,202070.0,Bachelor of Science,RGEM,College of Agriculture,Nat Resources/Rangeland Ecol,T,UG,2013.0,6.0,2.84,,,,22.0,22.0,20.0,-2115875,2020-05-28 10:31:38,2020-05-28 10:31:38,ZCMP,150.005,,,,-2115875,202170,MZZ,202170EOT,Z,216Q,11,STAT,L,UG,3,RW,B,Successful,216Q,300,1350427_216Q_202170,
539,1357808,202170,-2123098,202170.0,Non Degree,NDDE,Gallatin College,Non-Degree Dual Enrolled HS,H,UG,2022.0,6.0,,,,,30.0,30.0,29.0,-2123098,2021-08-20 01:33:13,2021-08-20 01:33:13,ZCMP,500.001,-2123098.0,HSM80,,-2123098,202370,MZZ,202370EOT,Z,216Q,4,STAT,L,UG,3,RW,B,Successful,216Q,300,1357808_216Q_202370,40.0
604,1358498,201930,-2123784,201930.0,Bachelor of Science,PHPR,College of Letters & Science,Physics,N,UG,2013.0,6.0,2.75,,,,23.0,27.0,22.0,-2123784,2021-04-01 16:13:11,2021-04-01 16:13:11,ZCMP,290.005,,,,-2123784,202170,MZZ,202170EOT,Z,105Q,3,M,L,UG,3,RW,A-,Successful,105Q,290,1358498_105Q_202170,
607,1358571,202170,-2123857,202170.0,Bachelor of Science,PBAC,College of Business,Pre-Business,T,UG,,,,,,,13.0,12.0,16.0,-2123857,2021-02-02 01:32:04,2021-02-02 01:32:04,ZCMP,100.005,,,,-2123857,202170,MZZ,202170EOT,ZGC,090,923,M,L,UG,4,RE,B*,Successful,Combo2,100,1358571_090_202170,10.0
622,1359695,202030,-2124948,202030.0,Bachelor of Science,PBAC,College of Business,Pre-Business,T,UG,,,,,,,,,,-2124948,2020-05-28 10:31:38,2020-05-28 10:31:38,ZCMP,0.0,,,,-2124948,202170,MZZ,202170EOT,Z,216Q,3,STAT,L,UG,3,RW,B+,Successful,216Q,300,1359695_216Q_202170,
629,1360064,202170,-2125317,202170.0,Bachelor of Science,ELED,College of Education/HHD,Elementary Education K-8,T,UG,,,,,,,30.0,33.0,30.0,-2125317,2021-04-10 01:34:15,2021-04-10 01:34:15,ZCMP,500.001,,,,-2125317,202170,MZZ,202170EOT,Z,132,4,M,L,UG,3,RE,A,Successful,132,300,1360064_132_202170,
703,1361691,202130,-2126854,202130.0,Bachelor of Science,PNUR,College of Nursing,Pre-Nursing,T,UG,,,,,,,,,,-2126854,2020-11-18 01:33:50,2020-11-18 01:33:50,ZCMP,0.0,,,,-2126854,202170,MZZ,202170EOT,ZGC,121Q,911,M,L,UG,3,RE,C+,Unsuccessful,Combo3,250,1361691_121Q_202170,
707,1362090,201870,-2127239,201870.0,Bachelor of Arts,BAAS,College of Letters & Science,Asian Studies,N,UG,2007.0,1.0,2.5,,,,,,,-2127239,2020-05-28 10:31:38,2020-05-28 10:31:38,ZCMP,100.016,,,,-2127239,202330,MZZ,202330EOT,Z,105Q,1,M,L,UG,3,W,W,Unsuccessful,105Q,290,1362090_105Q_202330,
711,1363551,202170,-2128611,202170.0,Bachelor of Science,BLBE,College of Letters & Science,Biological Sciences,N,UG,2021.0,5.0,3.99,,,,31.0,35.0,33.0,-2128611,2021-02-02 01:32:04,2021-02-02 01:32:04,ZCMP,500.001,-2128611.0,HSM80,A,-2128611,202230,MZZ,202230EOT,Z,216Q,4,STAT,L,UG,3,RW,A-,Successful,216Q,300,1363551_216Q_202230,
718,1365967,202070,-2130902,202070.0,Bachelor of Science,BLBE,College of Letters & Science,Biological Sciences,N,UG,2014.0,6.0,3.98,,,,28.0,29.0,25.0,-2130902,2020-06-24 01:31:18,2020-06-24 01:31:18,ZCMP,450.013,-2130902.0,HSM80,,-2130902,202270,MZZ,202270EOT,Z,161Q,3,M,L,UG,4,RW,B,Successful,161Q,400,1365967_161Q_202270,
729,1381014,202330,-2145922,202330.0,Master of Science,CS,College of Engineering,Computer Science,N,GR,2014.0,6.0,3.64,,,,26.0,26.0,22.0,-2145922,2022-10-05 01:30:41,2022-10-05 01:30:41,ZCMP,300.005,,,,-2145922,202250,MZZ,202250EOT,ZO,171Q,802,M,L,UG,4,RW,B,Successful,171Q,500,1381014_171Q_202250,
736,1390555,201970,-2155367,,Non Degree,NDGR,The Graduate School/Non-Degree,Non-Degree Graduate,X,GR,2013.0,6.0,3.2,,,,19.0,19.0,17.0,-2155367,2024-02-07 01:32:04,2024-02-07 01:32:04,ZCMP,400.016,,,,-2155367,202330,MZZ,202330EOT,Z,121Q,3,M,L,GR,3,RW,A,Successful,121Q,300,1390555_121Q_202330,
740,1397388,202170,-2162019,202170.0,Bachelor of Science,PNUR,College of Nursing,Pre-Nursing,N,UG,2014.0,6.0,2.71,,,,19.0,21.0,17.0,-2162019,2021-07-18 01:37:29,2021-07-18 01:37:29,ZCMP,300.032,-2162019.0,HSM50,,-2162019,202170,MZZ,202170EOT,Z,121Q,14,M,L,UG,3,RW,B,Successful,121Q,300,1397388_121Q_202170,30.0
746,1397799,201830,-2162430,201830.0,Bachelor of Science,ECPT,College of Education/HHD,Early Child Ed/Svcs P-3,T,UG,,,,,,,24.0,23.0,21.0,-2162430,2020-05-28 10:31:39,2020-05-28 10:31:39,ZCMP,250.005,,,,-2162430,202250,MZZ,202250EOT,ZO,121Q,803,M,L,UG,3,RE,A,Successful,121Q,300,1397799_121Q_202250,
748,1398847,202230,-2163465,202230.0,Bachelor of Science,ASSE,College of Agriculture,Animal Science,T,UG,,,,,,,,,,-2163465,2021-12-31 01:33:45,2021-12-31 01:33:45,ZCMP,0.0,,,,-2163465,202230,MZZ,202230EOT,Z,161Q,8,M,L,UG,4,RW,A,Successful,161Q,400,1398847_161Q_202230,
751,1398869,202170,-2163487,202170.0,Bachelor of Science,HEHE,College of Education/HHD,Health and Human Performance,N,UG,2014.0,6.0,2.94,,,,,,,-2163487,2021-08-04 01:33:24,2021-08-04 01:33:24,ZCMP,100.032,,,,-2163487,202170,MZZ,202170EOT,ZGC,090,921,M,L,UG,4,RW,A*,Successful,Combo2,100,1398869_090_202170,10.0
756,1399001,202170,-2163619,202170.0,Non Degree,NDGR,The Graduate School/Non-Degree,Non-Degree Graduate,X,GR,2013.0,6.0,2.85,,,,25.0,28.0,25.0,-2163619,2023-12-21 01:33:29,2023-12-21 01:33:29,ZCMP,400.001,,,,-2163619,202170,MZZ,202170EOT,Z,216Q,11,STAT,L,GR,3,RW,B+,Successful,216Q,300,1399001_216Q_202170,
758,1407106,202170,-2171598,202170.0,Bachelor of Science,CLBA,College of Agriculture,Cell Biology and Neuroscience,T,UG,,,,,,,24.0,21.0,23.0,-2171598,2021-08-10 01:32:08,2021-08-10 01:32:08,ZCMP,400.032,-2171598.0,HSM30,,-2171598,202170,MZZ,202170EOT,Z,216Q,4,STAT,L,UG,3,W,W,Unsuccessful,216Q,300,1407106_216Q_202170,40.0
759,1409967,201970,-2174377,201970.0,Bachelor of Arts,PSCI,College of Letters & Science,Political Science,T,UG,,,,,,,,,,-2174377,2021-11-23 01:36:56,2021-11-23 01:36:56,ZCMP,500.002,,,,-2174377,202170,MZZ,202170EOT,ZO,105Q,802,M,L,UG,3,RW,F,Unsuccessful,105Q,290,1409967_105Q_202170,
762,1413214,202170,-2177589,202170.0,Bachelor of Science,PMBS,College of Letters & Science,Pre-Medicine,T,UG,,,,,,,,,,-2177589,2021-03-19 01:31:58,2021-03-19 01:31:58,ZCMP,0.0,,,,-2177589,202230,MZZ,202230EOT,Z,161Q,14,M,L,UG,4,RE,A,Successful,161Q,400,1413214_161Q_202230,
764,1414813,202050,-2179182,202050.0,Non Degree,NONU,University College,Non-Degree Undergraduate,X,UG,2015.0,5.0,3.18,,,,22.0,21.0,19.0,-2179182,2020-05-28 10:31:39,2020-05-28 10:31:39,ZCMP,300.016,,,,-2179182,202170,MZZ,202170EOT,Z,161Q,8,M,L,UG,4,RW,B-,Successful,161Q,400,1414813_161Q_202170,
768,1415472,202170,-2179813,202170.0,Bachelor of Science,US,University College,University Studies,T,UG,,,,,,,,,,-2179813,2021-07-16 01:34:34,2021-07-16 01:34:34,ZCMP,150.006,,,,-2179813,202170,MZZ,202170EOT,Z,216Q,11,STAT,L,UG,3,RE,A,Successful,216Q,300,1415472_216Q_202170,
770,1416229,202230,-2180556,202230.0,Bachelor of Science,ESPL,College of Letters & Science,Earth Sciences,T,UG,2013.0,6.0,,,,,22.0,20.0,24.0,-2180556,2021-06-06 01:32:46,2021-06-06 01:32:46,ZCMP,400.032,,,,-2180556,202230,MZZ,202230EOT,Z,171Q,8,M,L,UG,4,RW,B-,Successful,171Q,500,1416229_171Q_202230,40.0
772,1417600,202170,-2181888,202170.0,Bachelor of Science,ASEQ,College of Agriculture,Animal Science,T,UG,,,,,,,,,,-2181888,2021-05-11 11:25:21,2021-05-11 11:25:21,ZCMP,400.032,,,,-2181888,202230,MZZ,202230EOT,Z,216Q,1,STAT,L,UG,3,RE,C,Unsuccessful,216Q,300,1417600_216Q_202230,40.0
777,1429859,202130,-2193940,202130.0,Bachelor of Science,PSYX,College of Letters & Science,Psychology,N,UG,2003.0,6.0,2.34,,,,,,,-2193940,2020-12-31 01:33:20,2020-12-31 01:33:21,ZCMP,100.032,,,,-2193940,202170,MZZ,202170EOT,ZGC,088,903,M,L,UG,4,WD,W*,Unsuccessful,088,100,1429859_088_202170,
778,1436114,202270,-2199960,202270.0,Bachelor of Science,ENVE,College of Engineering,Environmental Engineering,T,UG,,,3.55,,,,31.0,33.0,30.0,-2199960,2022-03-10 01:39:47,2022-03-10 01:39:47,ZCMP,500.001,,,,-2199960,202270,MZZ,202270EOT,Z,151Q,4,M,L,UG,4,RW,B,Successful,151Q,400,1436114_151Q_202270,
793,1437168,202030,-2200978,202030.0,Bachelor of Science,PNUR,College of Nursing,Pre-Nursing,N,UG,2018.0,5.0,3.89,,,,20.0,16.0,23.0,-2200978,2020-05-28 10:31:40,2020-05-28 10:31:40,ZCMP,300.001,,,,-2200978,202370,MZZ,202370EOT,Z,105Q,3,M,L,UG,3,RW,A,Successful,105Q,290,1437168_105Q_202370,
796,1438312,202130,-2202097,202130.0,Bachelor of Science,MET,College of Engineering,Mechanical Engineering Tech,N,UG,2014.0,6.0,3.0,,,,19.0,17.0,23.0,-2202097,2020-10-14 01:31:24,2020-10-14 01:31:24,ZCMP,300.001,,,,-2202097,202170,MZZ,202170EOT,Z,151Q,11,M,L,UG,4,RW,A,Successful,151Q,400,1438312_151Q_202170,
798,1438604,202370,-2202389,202370.0,Bachelor of Science,ESGL,College of Letters & Science,Earth Sciences,N,UG,2014.0,6.0,2.18,,,,18.0,16.0,19.0,-2202389,2023-06-22 01:31:41,2023-06-22 01:31:41,ZCMP,150.001,,,,-2202389,202370,MZZ,202370EOT,ZGC,090,911,M,L,UG,4,RW,A*,Successful,Combo2,100,1438604_090_202370,15.0
802,1438971,201770,-2202742,201770.0,Associate of Applied Science,AVTN,Gallatin College,Aviation,N,UG,,,,,,,19.0,17.0,20.0,-2202742,2020-05-28 10:31:40,2020-05-28 10:31:40,ZCMP,150.005,,,,-2202742,202170,MZZ,202170EOT,ZGC,090,902,M,L,UG,4,RW,A*,Successful,Combo2,100,1438971_090_202170,
808,1441882,202130,-2205565,202130.0,Bachelor of Science,ME,College of Engineering,Mechanical Engineering,N,UG,2015.0,6.0,2.84,,,,,,,-2205565,2020-05-28 10:31:40,2020-05-28 10:31:40,ZCMP,400.002,,,,-2205565,202170,MZZ,202170EOT,Z,171Q,15,M,L,UG,4,W,W,Unsuccessful,171Q,500,1441882_171Q_202170,
815,1446043,202270,-2209657,202270.0,Bachelor of Science,BUMG,College of Business,Business,N,UG,2022.0,5.0,4.0,1330.0,680.0,650.0,30.0,29.0,27.0,-2209657,2022-02-09 01:34:14,2022-02-09 01:34:14,ZCMP,500.001,-2209657.0,HSM50,A+,-2209657,202270,MZZ,202270EOT,Z,171Q,7,M,L,UG,4,RW,B-,Successful,171Q,500,1446043_171Q_202270,
855,1456176,202170,-2219663,202170.0,Bachelor of Science,ENES,College of Agriculture,Environmental Sciences,T,UG,2015.0,6.0,,,,,,,,-2219663,2021-08-20 01:33:13,2021-08-20 01:33:13,ZCMP,150.032,,,,-2219663,202350,MZZ,202350EOT,ZGC,121Q,901,M,L,UG,3,W,W,Unsuccessful,Combo3,250,1456176_121Q_202350,15.0
858,1457934,202350,-2221421,202350.0,Bachelor of Science,PNUR,College of Nursing,Pre-Nursing,T,UG,2015.0,6.0,3.8,,,,26.0,27.0,24.0,-2221421,2023-02-08 01:38:47,2023-02-08 01:38:47,ZCMP,300.001,,,,-2221421,202350,MZZ,202350EOT,ZO,121Q,801,M,L,UG,3,RW,A,Successful,121Q,300,1457934_121Q_202350,
862,1462105,202070,-2225547,202070.0,Associate of Science,AS,Gallatin College,Associate of Science,N,UG,2014.0,6.0,2.87,,,,,,,-2225547,2020-06-09 01:35:41,2020-06-09 01:35:41,ZCMP,0.0,,,,-2225547,202270,MGG,202270EOT,ZGC,105Q,903,M,L,UG,3,RE,A,Successful,Combo1,150,1462105_105Q_202270,
863,1462342,202170,-2225784,202170.0,Bachelor of Science,ASLV,College of Agriculture,Animal Science,T,UG,,,3.85,,,,,,,-2225784,2021-07-19 01:39:46,2021-07-19 01:39:46,ZCMP,300.032,-2225784.0,HSM70,,-2225784,202170,MZZ,202170EOT,Z,216Q,14,STAT,L,UG,3,RW,B,Successful,216Q,300,1462342_216Q_202170,30.0
864,1468592,202370,-2231939,202370.0,Bachelor of Science,EE,College of Engineering,Electrical Engineering,T,UG,2014.0,6.0,,,,,,,,-2231939,2023-07-13 01:31:47,2023-07-13 01:31:47,ZCMP,400.032,,,,-2231939,202370,MZZ,202370EOT,Z,151Q,12,M,L,UG,4,RW,A-,Successful,151Q,400,1468592_151Q_202370,40.0
866,1470490,202150,-2233807,202150.0,Bachelor of Science,PBPM,University College,Pre-Medicine,T,UG,,,,,,,31.0,28.0,29.0,-2233807,2021-02-17 01:34:04,2021-02-17 01:34:04,ZCMP,500.001,,,,-2233807,202250,MZZ,202250EOT,ZO,161Q,802,M,L,UG,4,RW,A,Successful,161Q,400,1470490_161Q_202250,30.0
870,1472348,202130,-2235631,202130.0,Bachelor of Science,ENVE,College of Engineering,Environmental Engineering,N,UG,,,3.73,,,,23.0,25.0,18.0,-2235631,2020-09-16 01:31:26,2020-09-16 01:31:26,ZCMP,150.001,,,,-2235631,202170,MZZ,202170EOT,ZGO,121Q,891,M,L,UG,3,RW,B,Successful,121Q,300,1472348_121Q_202170,
874,1475007,202170,-2238271,202170.0,Bachelor of Science,COMP,College of Engineering,Computer Engineering,T,UG,2015.0,6.0,2.44,,,,21.0,20.0,21.0,-2238271,2021-02-02 01:32:04,2021-02-02 01:32:04,ZCMP,250.005,-2238271.0,HSM80,,-2238271,202170,MZZ,202170EOT,Z,171Q,11,M,L,UG,4,RW,C+,Unsuccessful,171Q,500,1475007_171Q_202170,
878,1475154,201670,-2238418,201670.0,Bachelor of Science,MBEN,College of Letters & Science,Pre-Medicine,N,UG,2016.0,1.0,3.41,,,,18.0,20.0,18.0,-2238418,2021-11-23 01:36:58,2021-11-23 01:36:58,ZCMP,150.001,,,,-2238418,202170,MZZ,202170EOT,Z,151Q,1,M,L,UG,4,RW,C,Unsuccessful,151Q,400,1475154_151Q_202170,
883,1475196,202070,-2238460,202070.0,Bachelor of Science,CSPR,College of Engineering,Computer Science,T,UG,,,,,,,,,,-2238460,2020-08-15 01:31:50,2020-08-15 01:31:50,ZCMP,100.016,,,,-2238460,202170,MZZ,202170EOT,Z,171Q,11,M,L,UG,4,RW,C,Unsuccessful,171Q,500,1475196_171Q_202170,
885,1478776,202230,-2241973,202230.0,Bachelor of Arts,LSEN,College of Letters & Science,Liberal Studies,T,UG,2004.0,6.0,,,,,,,,-2241973,2021-05-11 11:25:22,2021-05-11 11:25:22,ZCMP,150.016,,,,-2241973,202170,MGG,202170EOT,ZGC,105Q,901,M,L,UG,3,RE,A,Successful,Combo1,150,1478776_105Q_202170,
896,1479805,202170,-2242983,202170.0,Bachelor of Science,GENG,College of Engineering,General Engineering,T,UG,,,,,,,,,,-2242983,2021-08-16 01:33:26,2021-08-16 01:33:26,ZCMP,300.032,,,,-2242983,202170,MZZ,202170EOT,Z,121Q,3,M,L,UG,3,RW,B,Successful,121Q,300,1479805_121Q_202170,30.0
904,1483964,201970,-2247100,201970.0,Bachelor of Science,PYAP,College of Letters & Science,Psychology,T,UG,2015.0,5.0,3.94,,,,,,,-2247100,2021-11-23 01:36:58,2021-11-23 01:36:58,ZCMP,400.032,,,,-2247100,202170,MZZ,202170EOT,Z,121Q,13,M,L,UG,3,RW,A,Successful,121Q,300,1483964_121Q_202170,40.0
927,1486796,202130,-2249897,202130.0,Certificate of Applied Science,BOOK,Gallatin College,Bookkeeping,N,UG,2016.0,5.0,3.1,,,,22.0,20.0,21.0,-2249897,2020-12-01 01:33:28,2020-12-01 01:33:28,ZCMP,250.005,,,,-2249897,202170,MGG,202170EOT,Z,161Q,1,M,L,UG,4,RW,B-,Successful,161Q,400,1486796_161Q_202170,
931,1488441,202030,-2251488,202030.0,Bachelor of Science,PBMK,College of Business,Pre-Business,T,UG,,,,,,,28.0,28.0,27.0,-2251488,2020-05-28 10:31:42,2020-05-28 10:31:42,ZCMP,500.001,,,,-2251488,202170,MZZ,202170EOT,Z,216Q,13,STAT,L,UG,3,RW,C,Unsuccessful,216Q,300,1488441_216Q_202170,
932,1489787,202070,-2252805,202070.0,Bachelor of Science,PNUR,College of Nursing,Pre-Nursing,N,UG,2014.0,12.0,2.5,,,,,,,-2252805,2022-04-23 01:35:33,2022-04-23 01:35:33,ZCMP,250.032,,,,-2252805,202350,MGG,202350EOT,ZGO,090,891,M,L,UG,4,RW,A*,Successful,090,150,1489787_090_202350,25.0
933,1492886,201670,-2255884,201670.0,Bachelor of Arts,PFLM,College of Arts & Architecture,Film Foundations,C,UG,2016.0,6.0,3.0,,,,21.0,21.0,23.0,-2255884,2020-08-19 13:29:32,2020-08-19 13:29:32,ZCMP,300.001,,,,-2255884,202170,MZZ,202170EOT,Z,161Q,8,M,L,UG,4,RW,C-,Unsuccessful,161Q,400,1492886_161Q_202170,
938,1493437,201970,-2256435,201970.0,Bachelor of Science,PBMK,College of Business,Pre-Business,T,UG,2016.0,6.0,2.58,,,,19.0,15.0,17.0,-2256435,2020-08-19 13:29:32,2020-08-19 13:29:32,ZCMP,150.001,,,,-2256435,202170,MZZ,202170EOT,ZGO,121Q,892,M,L,UG,3,RW,F,Unsuccessful,121Q,300,1493437_121Q_202170,
939,1493947,201670,-2256945,201670.0,Bachelor of Science,RGEM,College of Agriculture,Nat Resources/Rangeland Ecol,N,UG,2016.0,5.0,3.38,,,,18.0,20.0,20.0,-2256945,2020-05-28 10:31:42,2020-05-28 10:31:42,ZCMP,150.005,,,,-2256945,202170,MZZ,202170EOT,Z,216Q,14,STAT,L,UG,3,RW,D,Unsuccessful,216Q,300,1493947_216Q_202170,
940,1494607,201670,-2257605,201670.0,Bachelor of Science,PVTM,College of Agriculture,Pre-Veterinary Medicine,N,UG,2016.0,6.0,3.63,,,,19.0,21.0,22.0,-2257605,2020-05-28 10:31:42,2020-05-28 10:31:42,ZCMP,290.005,,,,-2257605,202230,MZZ,202230EOT,Z,216Q,1,STAT,L,UG,3,RW,C,Unsuccessful,216Q,300,1494607_216Q_202230,
942,1495478,201670,-2258456,201670.0,Bachelor of Science,PMED,College of Letters & Science,Pre-Medicine,T,UG,,,,980.0,,,,,,-2258456,2020-10-19 10:22:30,2020-10-19 10:22:30,ZCMP,250.006,,,,-2258456,202230,MZZ,202230EOT,ZGC,121Q,917,M,L,UG,3,WD,W,Unsuccessful,Combo3,250,1495478_121Q_202230,
946,1498089,201670,-2261038,201670.0,Bachelor of Science,PMED,College of Letters & Science,Pre-Medicine,N,UG,2016.0,6.0,3.2,1180.0,,,,,,-2261038,2020-05-28 10:31:42,2020-05-28 10:31:42,ZCMP,400.002,,,,-2261038,202330,MZZ,202330EOT,Z,132,2,M,L,UG,3,RW,A,Successful,132,300,1498089_132_202330,
948,1502777,201770,-2265670,201770.0,Bachelor of Science,US,University College,University Studies,N,UG,2016.0,5.0,3.41,,,,28.0,32.0,24.0,-2265670,2021-05-11 11:25:22,2021-05-11 11:25:22,ZCMP,300.001,,,,-2265670,202170,MZZ,202170EOT,Z,151Q,10,M,L,UG,4,WD,W,Unsuccessful,151Q,400,1502777_151Q_202170,
949,1504724,201950,-2267542,201950.0,Master,PACC,College of Business,Professional Accountancy,N,GR,2014.0,6.0,,,,,,,,-2267542,2023-07-01 01:31:46,2023-07-01 01:31:46,ZCMP,450.064,,,,-2267542,202370,MZZ,202370EOT,Z,151Q,15,M,L,UG,4,RW,B+,Successful,151Q,400,1504724_151Q_202370,
953,1506328,201670,-2269137,201670.0,Bachelor of Science,FNDS,College of Education/HHD,Food and Nutrition,N,UG,2015.0,5.0,2.94,,,,20.0,23.0,21.0,-2269137,2021-04-01 16:13:21,2021-04-01 16:13:21,ZCMP,250.005,,,,-2269137,202370,MGG,202370EOT,Z,121Q,11,M,L,UG,3,RW,F,Unsuccessful,121Q,300,1506328_121Q_202370,
955,1510164,201670,-2272940,201670.0,Certificate of Applied Science,MEDI,Gallatin College,Medical Assistant,N,UG,,,,,,,,,,-2272940,2022-01-22 01:40:14,2022-01-22 01:40:14,ZCMP,100.032,,,,-2272940,202270,MGG,202270EOT,ZGC,090,921,M,L,UG,4,RE,A*,Successful,Combo2,100,1510164_090_202270,10.0
962,1510528,201830,-2273304,201830.0,Bachelor of Science,ME,College of Engineering,Mechanical Engineering,T,UG,,,,,,,,,,-2273304,2020-05-28 10:31:42,2020-05-28 10:31:42,ZCMP,150.016,,,,-2273304,202270,MZZ,202270EOT,Z,216Q,7,STAT,L,UG,3,RW,B-,Successful,216Q,300,1510528_216Q_202270,
964,1513409,202370,-2276087,202370.0,Bachelor of Science,ESGL,College of Letters & Science,Earth Sciences,T,UG,2015.0,6.0,,,,,22.0,24.0,16.0,-2276087,2023-10-17 01:30:45,2023-10-17 01:30:45,ZCMP,150.005,,,,-2276087,202370,MZZ,202370EOT,Z,121Q,8,M,L,UG,3,RW,A,Successful,121Q,300,1513409_121Q_202370,
966,1513975,201830,-2276636,201830.0,Bachelor of Science,AGBU,College of Agriculture,Agricultural Business,N,UG,2016.0,6.0,2.94,,,,20.0,21.0,23.0,-2276636,2020-05-28 10:31:42,2020-05-28 10:31:42,ZCMP,300.001,,,,-2276636,202250,MGG,202250EOT,ZO,105Q,801,M,L,UG,3,RE,B-,Successful,105Q,290,1513975_105Q_202250,
967,1516654,202370,-2279205,202370.0,Bachelor of Science,CHBC,College of Letters & Science,Chemistry,N,UG,2023.0,6.0,3.51,,,,30.0,29.0,30.0,-2279205,2023-02-08 01:38:48,2023-02-08 01:38:48,ZCMP,500.001,-2279205.0,HSM60,,-2279205,202370,MZZ,202370EOT,Z,171Q,14,M,L,UG,4,W,W,Unsuccessful,171Q,500,1516654_171Q_202370,
973,1517180,202230,-2279712,202230.0,Bachelor of Science,PBMG,College of Business,Pre-Business,T,UG,,,,,,,,,,-2279712,2021-11-18 01:35:01,2021-11-18 01:35:01,ZCMP,0.0,,,,-2279712,202270,MZZ,202270EOT,Z,161Q,2,M,L,UG,4,W,W,Unsuccessful,161Q,400,1517180_161Q_202270,
977,1518132,201830,-2280614,201830.0,Bachelor of Science,PBMK,College of Business,Pre-Business,T,UG,,,,,,,,,,-2280614,2020-08-19 13:29:32,2020-08-19 13:29:32,ZCMP,0.0,,,,-2280614,202330,MZZ,202330EOT,Z,121Q,11,M,L,UG,3,W,W,Unsuccessful,121Q,300,1518132_121Q_202330,
981,1518850,202230,-2281294,202230.0,Bachelor of Science,PNUR,College of Nursing,Pre-Nursing,T,UG,2015.0,5.0,2.37,,,,12.0,8.0,15.0,-2281294,2021-09-09 01:32:45,2021-09-09 01:32:46,ZCMP,100.005,-2281294.0,HSM30,,-2281294,202230,MZZ,202230EOT,ZGC,090,921,M,L,UG,4,W,W*,Unsuccessful,Combo2,100,1518850_090_202230,
989,1519565,202170,-2282004,202170.0,Bachelor of Science,ELED,College of Education/HHD,Elementary Education K-8,T,UG,,,,,,,16.0,16.0,19.0,-2282004,2021-07-07 01:34:14,2021-07-07 01:34:14,ZCMP,150.001,,,,-2282004,202170,MZZ,202170EOT,Z,132,4,M,L,UG,3,W,W,Unsuccessful,132,300,1519565_132_202170,
990,1519973,201670,-2282412,201670.0,Bachelor of Science,PUSS,University College,Pre-University Studies,N,UG,2015.0,6.0,1.902,,,,17.0,15.0,19.0,-2282412,2021-11-23 01:36:59,2021-11-23 01:36:59,ZCMP,150.001,,,,-2282412,202230,MZZ,202230EOT,ZGC,090,908,M,L,UG,4,RW,B*,Successful,Combo2,100,1519973_090_202230,
1030,1520731,202230,-2283158,202230.0,Bachelor of Science,PBMK,College of Business,Pre-Business,T,UG,2015.0,5.0,3.66,,,,21.0,21.0,22.0,-2283158,2021-12-11 01:35:55,2021-12-11 01:35:55,ZCMP,300.005,-2283158.0,HSM60,,-2283158,202230,MZZ,202230EOT,Z,121Q,9,M,L,UG,3,RE,B+,Successful,121Q,300,1520731_121Q_202230,
1031,1520757,201970,-2283184,201970.0,Bachelor of Science,HEHE,College of Education/HHD,Health and Human Performance,N,UG,2015.0,5.0,3.14,,,,24.0,22.0,26.0,-2283184,2021-04-01 16:13:23,2021-04-01 16:13:23,ZCMP,400.001,,,,-2283184,202230,MZZ,202230EOT,Z,216Q,9,STAT,L,UG,3,RW,B,Successful,216Q,300,1520757_216Q_202230,
1038,1522886,201830,-2285266,201830.0,Bachelor of Science,PYAP,College of Letters & Science,Psychology,T,UG,,,,,,,,,,-2285266,2021-11-23 01:37:00,2021-11-23 01:37:00,ZCMP,300.032,,,,-2285266,202170,MZZ,202170EOT,Z,121Q,13,M,L,UG,3,RW,A,Successful,121Q,300,1522886_121Q_202170,30.0
1048,1524254,202370,-2286578,202370.0,Bachelor of Science,EFIN,College of Engineering,Financial Engineering,N,UG,2023.0,5.0,3.08,,,,23.0,21.0,22.0,-2286578,2023-06-30 01:31:48,2023-06-30 01:31:48,ZCMP,450.064,-2286578.0,HSM50,C,-2286578,202370,MZZ,202370EOT,Z,171Q,92,M,L,UG,4,W,W,Unsuccessful,171Q,500,1524254_171Q_202370,40.0
1066,1524593,201970,-2286896,201970.0,Bachelor of Science,BLFM,College of Letters & Science,Biological Sciences,N,UG,2015.0,5.0,1.75,,,,,,,-2286896,2020-05-28 10:31:43,2020-05-28 10:31:43,ZCMP,0.0,,,,-2286896,202170,MZZ,202170EOT,Z,161Q,4,M,L,UG,4,WD,W,Unsuccessful,161Q,400,1524593_161Q_202170,
